,cylinders,displayments,horsepower,weight,acceleration,model year,cluster,mpg,origin_1,origin_2,origin_3,origin,car name,brand,mpg_scaled,cylinders_str,origin_str
16,6,0.33850129198966405,0.27717391304347827,0.3291749362064077,0.4464285714285714,0.0,1,0.2393617021276596,1,0,0,1,amc hornet,amc,0.2393617021276596,6,1
17,6,0.3410852713178295,0.21195652173913043,0.2761553728381061,0.47619047619047616,0.0,1,0.3191489361702128,1,0,0,1,ford maverick,ford,0.3191489361702128,6,1
18,4,0.07493540051679587,0.2282608695652174,0.14658349872412813,0.38690476190476186,0.0,0,0.4787234042553191,0,0,1,3,datsun pl510,datsun,0.4787234042553191,4,3
19,4,0.07493540051679587,0.0,0.06294301105755595,0.744047619047619,0.0,0,0.4521276595744681,0,1,0,2,volkswagen 1131 deluxe sedan,volkswagen,0.4521276595744681,4,2
20,4,0.10852713178294571,0.22282608695652173,0.3002551743691523,0.5654761904761904,0.0,0,0.42553191489361697,0,1,0,2,peugeot 504,peugeot,0.42553191489361697,4,2
21,4,0.10077519379844962,0.2391304347826087,0.23164162177487946,0.38690476190476186,0.0,0,0.39893617021276595,0,1,0,2,audi 100 ls,audi,0.398936170212766,4,2
22,4,0.09302325581395349,0.2663043478260869,0.21604763254890846,0.5654761904761904,0.0,0,0.42553191489361697,0,1,0,2,saab 99e,saab,0.42553191489361697,4,2
23,4,0.13695090439276486,0.36413043478260865,0.1760703147150553,0.2678571428571428,0.0,0,0.4521276595744681,0,1,0,2,bmw 2002,bmw,0.4521276595744681,4,2
24,6,0.33850129198966405,0.2391304347826087,0.2934505245250921,0.41666666666666663,0.0,1,0.3191489361702128,1,0,0,1,amc gremlin,amc,0.3191489361702128,6,1
25,8,0.7545219638242894,0.9184782608695652,0.8511482846611852,0.3571428571428571,0.0,1,0.026595744680851047,1,0,0,1,ford f250,ford,0.026595744680851047,8,1
26,8,0.6175710594315246,0.8369565217391304,0.7833853132974199,0.41666666666666663,0.0,1,0.026595744680851047,1,0,0,1,chevy c20,chevy,0.026595744680851047,8,1
27,8,0.6459948320413437,0.8913043478260869,0.7850864757584349,0.32738095238095233,0.0,1,0.05319148936170212,1,0,0,1,dodge d200,dodge,0.05319148936170212,8,1
28,8,0.6098191214470284,0.7989130434782608,0.8843209526509782,0.6249999999999999,0.0,1,0.0,1,0,0,1,hi 1200d,hi,0.0,8,1
29,4,0.07493540051679587,0.2282608695652174,0.14658349872412813,0.38690476190476186,0.08333333333333304,0,0.4787234042553191,0,0,1,3,datsun pl510,datsun,0.4787234042553191,4,3
30,4,0.18604651162790697,0.2391304347826087,0.18457612702013038,0.4464285714285714,0.08333333333333304,0,0.5053191489361701,1,0,0,1,chevrolet vega 2300,chevrolet,0.5053191489361701,4,1
31,4,0.11627906976744184,0.2663043478260869,0.17436915225404026,0.3571428571428571,0.08333333333333304,0,0.42553191489361697,0,0,1,3,toyota corona,toyota,0.42553191489361697,4,3
32,4,0.07751937984496121,0.08416458205389055,0.12276722426991782,0.6547619047619048,0.08333333333333304,0,0.42553191489361697,1,0,0,1,ford pinto,ford,0.42553191489361697,4,1
33,6,0.42377260981912146,0.2934782608695652,0.2894811454493904,0.29761904761904756,0.08333333333333304,1,0.26595744680851063,1,0,0,1,amc gremlin,amc,0.26595744680851063,6,1
34,6,0.40568475452196384,0.32065217391304346,0.5177204423022399,0.4464285714285714,0.08333333333333304,1,0.18617021276595744,1,0,0,1,plymouth satellite custom,plymouth,0.18617021276595744,6,1
35,6,0.4702842377260982,0.2934782608695652,0.4865324638502977,0.4464285714285714,0.08333333333333304,1,0.2127659574468085,1,0,0,1,chevrolet chevelle malibu,chevrolet,0.2127659574468085,6,1
36,6,0.4702842377260982,0.2282608695652174,0.47887723277573013,0.4464285714285714,0.08333333333333304,1,0.26595744680851063,1,0,0,1,ford torino 500,ford,0.26595744680851063,6,1
37,6,0.42377260981912146,0.2934782608695652,0.4749078537000283,0.4464285714285714,0.08333333333333304,1,0.2393617021276596,1,0,0,1,amc matador,amc,0.2393617021276596,6,1
38,8,0.7286821705426357,0.6467391304347826,0.736036291465835,0.23809523809523803,0.08333333333333304,1,0.1329787234042553,1,0,0,1,chevrolet impala,chevrolet,0.1329787234042553,8,1
39,8,0.8578811369509045,0.7010869565217391,0.8083356960589737,0.20833333333333337,0.08333333333333304,1,0.1329787234042553,1,0,0,1,pontiac catalina brougham,pontiac,0.1329787234042553,8,1
40,8,0.7312661498708011,0.5815217391304348,0.7204423022398639,0.32738095238095233,0.08333333333333304,1,0.1329787234042553,1,0,0,1,ford galaxie 500,ford,0.1329787234042553,8,1
41,8,0.6459948320413437,0.5652173913043478,0.7039977317833853,0.29761904761904756,0.08333333333333304,1,0.1329787234042553,1,0,0,1,plymouth fury iii,plymouth,0.1329787234042553,8,1
42,8,0.813953488372093,0.7282608695652174,0.9475474907853699,0.20833333333333337,0.08333333333333304,1,0.0797872340425532,1,0,0,1,dodge monaco (sw),dodge,0.0797872340425532,8,1
43,8,0.8578811369509045,0.6739130434782609,0.8882903317266798,0.23809523809523803,0.08333333333333304,1,0.10638297872340427,1,0,0,1,ford country squire (sw),ford,0.10638297872340427,8,1
44,8,0.8578811369509045,0.7010869565217391,1.0,0.23809523809523803,0.08333333333333304,1,0.10638297872340427,1,0,0,1,pontiac safari (sw),pontiac,0.10638297872340427,8,1
45,6,0.49095607235142125,0.34782608695652173,0.3824780266515452,0.32738095238095233,0.08333333333333304,1,0.2393617021276596,1,0,0,1,amc hornet sportabout (sw),amc,0.2393617021276596,6,1
46,4,0.18604651162790697,0.14130434782608692,0.22540402608449106,0.6547619047619048,0.08333333333333304,0,0.3457446808510638,1,0,0,1,chevrolet vega (sw),chevrolet,0.3457446808510638,4,1
47,6,0.4702842377260982,0.2934782608695652,0.4732066912390134,0.41666666666666663,0.08333333333333304,1,0.26595744680851063,1,0,0,1,pontiac firebird,pontiac,0.26595744680851063,6,1
48,6,0.4702842377260982,0.2282608695652174,0.43266231925148857,0.38690476190476186,0.08333333333333304,1,0.2393617021276596,1,0,0,1,ford mustang,ford,0.2393617021276596,6,1
49,4,0.1395348837209302,0.21739130434782605,0.17210093563935358,0.3571428571428571,0.08333333333333304,0,0.3723404255319148,1,0,0,1,mercury capri 2000,mercury,0.3723404255319148,4,1
50,4,0.12403100775193798,0.2391304347826087,0.14459880918627732,0.3571428571428571,0.08333333333333304,0,0.5053191489361701,0,1,0,2,opel 1900,opel,0.5053191489361701,4,2
51,4,0.028423772609819126,0.13043478260869562,0.13070598242132125,0.6845238095238094,0.08333333333333304,0,0.5585106382978723,0,1,0,2,peugeot 304,peugeot,0.5585106382978723,4,2
52,4,0.051679586563307484,0.16304347826086957,0.1281542387297987,0.38690476190476186,0.08333333333333304,0,0.5585106382978723,0,1,0,2,fiat 124b,fiat,0.5585106382978723,4,2
53,4,0.00775193798449611,0.1032608695652174,0.045364332293734044,0.6547619047619048,0.08333333333333304,0,0.5851063829787234,0,0,1,3,toyota corolla 1200,toyota,0.5851063829787234,4,3
54,4,0.01033591731266148,0.125,0.0,0.5952380952380952,0.08333333333333304,0,0.6914893617021276,0,0,1,3,datsun 1200,datsun,0.6914893617021276,4,3
55,4,0.07493540051679587,0.07608695652173914,0.06265948398072019,0.6547619047619048,0.08333333333333304,0,0.4787234042553191,0,1,0,2,volkswagen model 111,volkswagen,0.4787234042553191,4,2
56,4,0.05943152454780362,0.13043478260869562,0.0969662602778566,0.744047619047619,0.08333333333333304,0,0.4521276595744681,1,0,0,1,plymouth cricket,plymouth,0.4521276595744681,4,1
57,4,0.11627906976744184,0.2663043478260869,0.1885455060958322,0.4464285714285714,0.16666666666666696,0,0.39893617021276595,0,0,1,3,toyota corona hardtop,toyota,0.398936170212766,4,3
58,4,0.07622739018087854,0.18478260869565216,0.14544939041678484,0.5357142857142857,0.16666666666666696,0,0.42553191489361697,1,0,0,1,dodge colt hardtop,dodge,0.42553191489361697,4,1
59,4,0.07493540051679587,0.04347826086956519,0.18174085625177205,0.9226190476190476,0.16666666666666696,0,0.3723404255319148,0,1,0,2,volkswagen type 3,volkswagen,0.3723404255319148,4,2
60,4,0.18604651162790697,0.2391304347826087,0.22540402608449106,0.6845238095238094,0.16666666666666696,0,0.29255319148936165,1,0,0,1,chevrolet vega,chevrolet,0.29255319148936165,4,1
61,4,0.1395348837209302,0.21739130434782605,0.17380209810036862,0.5059523809523809,0.16666666666666696,0,0.3191489361702128,1,0,0,1,ford pinto runabout,ford,0.3191489361702128,4,1
62,8,0.7286821705426357,0.6467391304347826,0.7544655514601645,0.23809523809523803,0.16666666666666696,1,0.10638297872340427,1,0,0,1,chevrolet impala,chevrolet,0.10638297872340427,8,1
63,8,0.8578811369509045,0.7010869565217391,0.7859370569889425,0.23809523809523803,0.16666666666666696,1,0.1329787234042553,1,0,0,1,pontiac catalina,pontiac,0.1329787234042553,8,1
64,8,0.6459948320413437,0.5652173913043478,0.7150552877799831,0.32738095238095233,0.16666666666666696,1,0.15957446808510636,1,0,0,1,plymouth fury iii,plymouth,0.15957446808510636,8,1
65,8,0.7312661498708011,0.5815217391304348,0.713354125318968,0.29761904761904756,0.16666666666666696,1,0.1329787234042553,1,0,0,1,ford galaxie 500,ford,0.1329787234042553,8,1
66,8,0.6098191214470284,0.5652173913043478,0.58378225120499,0.20833333333333337,0.16666666666666696,1,0.2127659574468085,1,0,0,1,amc ambassador sst,amc,0.2127659574468085,8,1
67,8,0.9328165374677002,0.8804347826086956,0.8562517720442303,0.1785714285714286,0.16666666666666696,1,0.05319148936170212,1,0,0,1,mercury marquis,mercury,0.05319148936170212,8,1
68,8,0.7286821705426357,0.592391304347826,0.8191097249787355,0.32738095238095233,0.16666666666666696,1,0.10638297872340427,1,0,0,1,buick lesabre custom,buick,0.10638297872340427,8,1
69,8,0.7286821705426357,0.6195652173913043,0.8060674794442869,0.32738095238095233,0.16666666666666696,1,0.0797872340425532,1,0,0,1,oldsmobile delta 88 royale,oldsmobile,0.0797872340425532,8,1
70,8,0.8578811369509045,0.7826086956521738,0.7964275588318684,0.2678571428571428,0.16666666666666696,1,0.10638297872340427,1,0,0,1,chrysler newport royal,chrysler,0.10638297872340427,8,1
71,4,0.00516795865633074,0.27717391304347827,0.20328891409129568,0.32738095238095233,0.16666666666666696,0,0.26595744680851063,0,0,1,3,mazda rx2 coupe,mazda,0.26595744680851063,4,3
72,8,0.6098191214470284,0.5652173913043478,0.6461582081088745,0.2678571428571428,0.16666666666666696,1,0.15957446808510636,1,0,0,1,amc matador (sw),amc,0.15957446808510636,8,1
73,8,0.6175710594315246,0.4565217391304348,0.7045647859370571,0.3571428571428571,0.16666666666666696,1,0.10638297872340427,1,0,0,1,chevrolet chevelle concours (sw),chevrolet,0.10638297872340427,8,1
74,8,0.6046511627906976,0.5108695652173912,0.7601360929968811,0.47619047619047616,0.16666666666666696,1,0.10638297872340427,1,0,0,1,ford gran torino (sw),ford,0.10638297872340427,8,1
75,8,0.6459948320413437,0.5652173913043478,0.6986107173235044,0.3571428571428571,0.16666666666666696,1,0.1329787234042553,1,0,0,1,plymouth satellite custom (sw),plymouth,0.1329787234042553,8,1
76,4,0.13695090439276486,0.3586956521739131,0.374255741423306,0.38690476190476186,0.16666666666666696,0,0.2393617021276596,0,1,0,2,volvo 145e (sw),volvo,0.2393617021276596,4,2
77,4,0.13695090439276486,0.16304347826086957,0.25460731499858236,0.5952380952380952,0.16666666666666696,0,0.3457446808510638,0,1,0,2,volkswagen 411 (sw),volkswagen,0.3457446808510638,4,2
78,4,0.13436692506459946,0.22282608695652173,0.3872979869577545,0.6845238095238094,0.16666666666666696,0,0.3191489361702128,0,1,0,2,peugeot 504 (sw),peugeot,0.3191489361702128,4,2
79,4,0.07235142118863047,0.125,0.16331159625744263,0.5952380952380952,0.16666666666666696,0,0.4521276595744681,0,1,0,2,renault 12 (sw),renault,0.4521276595744681,4,2
80,4,0.1395348837209302,0.21739130434782605,0.22171817408562522,0.47619047619047616,0.16666666666666696,0,0.3457446808510638,1,0,0,1,ford pinto (sw),ford,0.3457446808510638,4,1
81,4,0.07493540051679587,0.25,0.19138077686419053,0.5357142857142857,0.16666666666666696,0,0.5053191489361701,0,0,1,3,datsun 510 (sw),datsun,0.5053191489361701,4,3
82,4,0.13436692506459946,0.27717391304347827,0.2531896796144032,0.38690476190476186,0.16666666666666696,0,0.3723404255319148,0,0,1,3,toyouta corona mark ii (sw),toyota,0.3723404255319148,4,3
83,4,0.07751937984496121,0.18478260869565216,0.1562234193365466,0.41666666666666663,0.16666666666666696,0,0.5053191489361701,1,0,0,1,dodge colt (sw),dodge,0.5053191489361701,4,1
84,4,0.07493540051679587,0.2282608695652174,0.13807768641905305,0.5059523809523809,0.16666666666666696,0,0.4787234042553191,0,0,1,3,toyota corolla 1600 (sw),toyota,0.4787234042553191,4,3
85,8,0.7286821705426357,0.7010869565217391,0.7051318400907286,0.29761904761904756,0.25,1,0.10638297872340427,1,0,0,1,buick century 350,buick,0.10638297872340427,8,1
86,8,0.6098191214470284,0.5652173913043478,0.58378225120499,0.20833333333333337,0.25,1,0.1329787234042553,1,0,0,1,amc matador,amc,0.1329787234042553,8,1
87,8,0.7286821705426357,0.5380434782608695,0.6733768074851149,0.29761904761904756,0.25,1,0.10638297872340427,1,0,0,1,chevrolet malibu,chevrolet,0.10638297872340427,8,1
88,8,0.6046511627906976,0.4945652173913043,0.68868726963425,0.38690476190476186,0.25,1,0.1329787234042553,1,0,0,1,ford gran torino,ford,0.1329787234042553,8,1
89,8,0.6459948320413437,0.5652173913043478,0.613552594272753,0.2678571428571428,0.25,1,0.15957446808510636,1,0,0,1,dodge coronet custom,dodge,0.15957446808510636,8,1
90,8,0.9328165374677002,0.826086956521739,0.9466969095548624,0.20833333333333337,0.25,1,0.0797872340425532,1,0,0,1,mercury marquis brougham,mercury,0.0797872340425532,8,1
91,8,0.8578811369509045,0.5652173913043478,0.8083356960589737,0.23809523809523803,0.25,1,0.10638297872340427,1,0,0,1,chevrolet caprice classic,chevrolet,0.10638297872340427,8,1
92,8,0.7312661498708011,0.608695652173913,0.779699461298554,0.29761904761904756,0.25,1,0.10638297872340427,1,0,0,1,ford ltd,ford,0.10638297872340427,8,1
93,8,0.6459948320413437,0.5652173913043478,0.7439750496172385,0.38690476190476186,0.25,1,0.1329787234042553,1,0,0,1,plymouth fury gran sedan,plymouth,0.1329787234042553,8,1
94,8,0.9612403100775193,0.9184782608695652,0.8851715338814857,0.1785714285714286,0.25,1,0.10638297872340427,1,0,0,1,chrysler new yorker brougham,chrysler,0.10638297872340427,8,1
95,8,1.0,0.9728260869565217,0.9464133824780266,0.1785714285714286,0.25,1,0.0797872340425532,1,0,0,1,buick electra 225 custom,buick,0.0797872340425532,8,1
96,8,0.7545219638242894,0.7010869565217391,0.62602778565353,0.1785714285714286,0.25,1,0.10638297872340427,1,0,0,1,amc ambassador brougham,amc,0.10638297872340427,8,1
97,6,0.40568475452196384,0.32065217391304346,0.42755883186844346,0.5059523809523809,0.25,1,0.2393617021276596,1,0,0,1,plymouth valiant,plymouth,0.2393617021276596,6,1
98,6,0.4702842377260982,0.2934782608695652,0.47207258293167,0.5952380952380952,0.25,1,0.18617021276595744,1,0,0,1,chevrolet nova custom,chevrolet,0.18617021276595744,6,1
99,6,0.42377260981912146,0.2934782608695652,0.37765806634533594,0.47619047619047616,0.25,1,0.2393617021276596,1,0,0,1,amc hornet,amc,0.2393617021276596,6,1
100,6,0.4702842377260982,0.2282608695652174,0.3992061241848597,0.5059523809523809,0.25,1,0.2393617021276596,1,0,0,1,ford maverick,ford,0.2393617021276596,6,1
101,6,0.3359173126614987,0.2663043478260869,0.36603345619506666,0.47619047619047616,0.25,1,0.3723404255319148,1,0,0,1,plymouth duster,plymouth,0.3723404255319148,6,1
102,4,0.07493540051679587,0.0,0.09554862489367733,0.7738095238095238,0.25,0,0.4521276595744681,0,1,0,2,volkswagen super beetle,volkswagen,0.4521276595744681,4,2
103,8,0.8578811369509045,0.5652173913043478,0.9594556280124752,0.3571428571428571,0.25,1,0.05319148936170212,1,0,0,1,chevrolet impala,chevrolet,0.05319148936170212,8,1
104,8,0.8578811369509045,0.6576086956521738,0.9336546640204139,0.2678571428571428,0.25,1,0.0797872340425532,1,0,0,1,ford country,ford,0.0797872340425532,8,1
105,8,0.7545219638242894,0.6739130434782609,0.8622058406577827,0.29761904761904756,0.25,1,0.10638297872340427,1,0,0,1,plymouth custom suburb,plymouth,0.10638297872340427,8,1
106,8,0.7286821705426357,0.7282608695652174,0.818259143748228,0.2678571428571428,0.25,1,0.0797872340425532,1,0,0,1,oldsmobile vista cruiser,oldsmobile,0.0797872340425532,8,1
107,6,0.42377260981912146,0.2934782608695652,0.3334278423589453,0.41666666666666663,0.25,1,0.2393617021276596,1,0,0,1,amc gremlin,amc,0.2393617021276596,6,1
108,4,0.07493540051679587,0.2282608695652174,0.18882903317266797,0.6547619047619048,0.25,0,0.29255319148936165,0,0,1,3,toyota carina,toyota,0.29255319148936165,4,3
109,4,0.18604651162790697,0.14130434782608692,0.22341933654664026,0.6845238095238094,0.25,0,0.3191489361702128,1,0,0,1,chevrolet vega,chevrolet,0.3191489361702128,4,1
110,4,0.10335917312661497,0.26086956521739124,0.21718174085625175,0.5059523809523809,0.25,0,0.3457446808510638,0,0,1,3,datsun 610,datsun,0.3457446808510638,4,3
111,4,0.00516795865633074,0.2391304347826087,0.1448823362631131,0.32738095238095233,0.25,0,0.2393617021276596,0,0,1,3,maxda rx3,mazda,0.2393617021276596,4,3
112,4,0.1395348837209302,0.21195652173913043,0.19761837255457892,0.6249999999999999,0.25,0,0.26595744680851063,1,0,0,1,ford pinto,ford,0.26595744680851063,4,1
113,6,0.2248062015503876,0.3315217391304348,0.24354975900198472,0.3571428571428571,0.25,1,0.3191489361702128,1,0,0,1,mercury capri v6,mercury,0.3191489361702128,6,1
114,4,0.07751937984496121,0.2391304347826087,0.18485965409696625,0.4464285714285714,0.25,0,0.4521276595744681,0,1,0,2,fiat 124 sport coupe,fiat,0.4521276595744681,4,2
115,8,0.7286821705426357,0.5380434782608695,0.7000283527076835,0.29761904761904756,0.25,1,0.15957446808510636,1,0,0,1,chevrolet monte carlo s,chevrolet,0.15957446808510636,8,1
116,8,0.8578811369509045,1.0,0.7555996597675078,0.0892857142857143,0.25,1,0.18617021276595744,1,0,0,1,pontiac grand prix,pontiac,0.18617021276595744,8,1
117,4,0.0,0.016304347826086973,0.07201587751630278,0.6845238095238094,0.25,0,0.5319148936170213,0,1,0,2,fiat 128,fiat,0.5319148936170213,4,2
118,4,0.12403100775193798,0.1576086956521739,0.15452225687553167,0.4464285714285714,0.25,0,0.39893617021276595,0,1,0,2,opel manta,opel,0.398936170212766,4,2
119,4,0.11886304909560724,0.24456521739130432,0.2747377374539268,0.3571428571428571,0.25,0,0.29255319148936165,0,1,0,2,audi 100ls,audi,0.29255319148936165,4,2
120,4,0.13695090439276486,0.3586956521739131,0.35582648142897644,0.4464285714285714,0.25,0,0.26595744680851063,0,1,0,2,volvo 144ea,volvo,0.26595744680851063,4,2
121,8,0.6459948320413437,0.5652173913043478,0.5063793592288064,0.1785714285714286,0.25,1,0.15957446808510636,1,0,0,1,dodge dart custom,dodge,0.15957446808510636,8,1
122,4,0.13695090439276486,0.34782608695652173,0.2968528494471222,0.3571428571428571,0.25,0,0.39893617021276595,0,1,0,2,saab 99le,saab,0.398936170212766,4,2
123,6,0.22739018087855295,0.4130434782608695,0.3385313297419904,0.32738095238095233,0.25,0,0.29255319148936165,0,0,1,3,toyota mark ii,toyota,0.29255319148936165,6,3
124,8,0.7286821705426357,0.7282608695652174,0.5815140345903035,0.1785714285714286,0.25,1,0.05319148936170212,1,0,0,1,oldsmobile omega,oldsmobile,0.05319148936170212,8,1
125,6,0.3359173126614987,0.2663043478260869,0.4221718174085626,0.5059523809523809,0.33333333333333304,1,0.29255319148936165,1,0,0,1,plymouth duster,plymouth,0.29255319148936165,6,1
126,6,0.3410852713178295,0.2683293359411666,0.35781117096682735,0.5357142857142857,0.33333333333333304,1,0.3191489361702128,1,0,0,1,ford maverick,ford,0.3191489361702128,6,1
127,6,0.42377260981912146,0.2934782608695652,0.36518287496455915,0.47619047619047616,0.33333333333333304,1,0.26595744680851063,1,0,0,1,amc hornet,amc,0.26595744680851063,6,1
128,6,0.4702842377260982,0.2934782608695652,0.4885171533881486,0.5357142857142857,0.33333333333333304,1,0.15957446808510636,1,0,0,1,chevrolet nova,chevrolet,0.15957446808510636,6,1
129,4,0.028423772609819126,0.1141304347826087,0.09554862489367733,0.6547619047619048,0.33333333333333304,0,0.5851063829787234,0,0,1,3,datsun b210,datsun,0.5851063829787234,4,3
130,4,0.1395348837209302,0.18478260869565216,0.2375956903884321,0.5059523809523809,0.33333333333333304,0,0.4521276595744681,1,0,0,1,ford pinto,ford,0.4521276595744681,4,1
131,4,0.00775193798449611,0.1032608695652174,0.06322653813439183,0.7738095238095238,0.33333333333333304,0,0.6117021276595744,0,0,1,3,toyota corolla 1200,toyota,0.6117021276595744,4,3
132,4,0.18604651162790697,0.1576086956521739,0.2633966543804933,0.5357142857142857,0.33333333333333304,0,0.42553191489361697,1,0,0,1,chevrolet vega,chevrolet,0.42553191489361697,4,1
133,6,0.4702842377260982,0.2934782608695652,0.6146867025800965,0.5357142857142857,0.33333333333333304,1,0.18617021276595744,1,0,0,1,chevrolet chevelle malibu classic,chevrolet,0.18617021276595744,6,1
134,6,0.49095607235142125,0.34782608695652173,0.5724411681315565,0.5952380952380952,0.33333333333333304,1,0.18617021276595744,1,0,0,1,amc matador,amc,0.18617021276595744,6,1
135,6,0.40568475452196384,0.32065217391304346,0.5670541536716757,0.5059523809523809,0.33333333333333304,1,0.2393617021276596,1,0,0,1,plymouth satellite sebring,plymouth,0.2393617021276596,6,1
136,8,0.6046511627906976,0.5108695652173912,0.7167564502409981,0.3571428571428571,0.33333333333333304,1,0.18617021276595744,1,0,0,1,ford gran torino,ford,0.18617021276595744,8,1
137,8,0.7286821705426357,0.5652173913043478,0.8749645591153955,0.38690476190476186,0.33333333333333304,1,0.10638297872340427,1,0,0,1,buick century luxus (sw),buick,0.10638297872340427,8,1
138,8,0.6459948320413437,0.5652173913043478,0.8063510065211227,0.32738095238095233,0.33333333333333304,1,0.1329787234042553,1,0,0,1,dodge coronet custom (sw),dodge,0.1329787234042553,8,1
139,8,0.6046511627906976,0.5108695652173912,0.8576694074284094,0.47619047619047616,0.33333333333333304,1,0.1329787234042553,1,0,0,1,ford gran torino (sw),ford,0.1329787234042553,8,1
140,8,0.6098191214470284,0.5652173913043478,0.7496455911539551,0.4464285714285714,0.33333333333333304,1,0.1329787234042553,1,0,0,1,amc matador (sw),amc,0.1329787234042553,8,1
141,4,0.07751937984496121,0.20108695652173914,0.1718174085625177,0.5059523809523809,0.33333333333333304,0,0.5319148936170213,0,1,0,2,audi fox,audi,0.5319148936170213,4,2
142,4,0.028423772609819126,0.1141304347826087,0.09923447689254328,0.4464285714285714,0.33333333333333304,0,0.4521276595744681,0,1,0,2,volkswagen dasher,volkswagen,0.4521276595744681,4,2
143,4,0.07493540051679587,0.17391304347826086,0.1947831017862206,0.38690476190476186,0.33333333333333304,0,0.4521276595744681,0,1,0,2,opel manta,opel,0.4521276595744681,4,2
144,4,0.020671834625322988,0.03260869565217389,0.010206974766090171,0.5059523809523809,0.33333333333333304,0,0.5851063829787234,0,0,1,3,toyota corona,toyota,0.5851063829787234,4,3
145,4,0.038759689922480606,0.08152173913043476,0.11057555996597679,0.6547619047619048,0.33333333333333304,0,0.6117021276595744,0,0,1,3,datsun 710,datsun,0.6117021276595744,4,3
146,4,0.056847545219638224,0.1576086956521739,0.14516586333994896,0.38690476190476186,0.33333333333333304,0,0.5053191489361701,1,0,0,1,dodge colt,dodge,0.5053191489361701,4,1
147,4,0.056847545219638224,0.1576086956521739,0.14034590303373973,0.4464285714285714,0.33333333333333304,0,0.39893617021276595,0,1,0,2,fiat 128,fiat,0.398936170212766,4,2
148,4,0.12403100775193798,0.1576086956521739,0.17947263963708537,0.3571428571428571,0.33333333333333304,0,0.4521276595744681,0,1,0,2,fiat 124 tc,fiat,0.4521276595744681,4,2
149,4,0.13436692506459946,0.27717391304347827,0.24836971930819396,0.41666666666666663,0.33333333333333304,0,0.39893617021276595,0,0,1,3,honda civic,honda,0.398936170212766,4,3
150,4,0.10335917312661497,0.2554347826086957,0.22058406577828182,0.4464285714285714,0.33333333333333304,0,0.4521276595744681,0,0,1,3,subaru,subaru,0.4521276595744681,4,3
151,4,0.028423772609819126,0.1141304347826087,0.10972497873546927,0.47619047619047616,0.33333333333333304,0,0.5851063829787234,0,1,0,2,fiat x1.9,fiat,0.5851063829787234,4,2
